"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_it","Text_it"
301,67.8,67.8,32.2,"Aarberg (BE)",
302,67.9,67.9,32.1,"Bargen (BE)",
303,67.7,67.7,32.3,"Grossaffoltern (BE)",
304,63.4,63.4,36.6,"Kallnach (BE)",
305,56.7,56.7,43.3,"Kappelen (BE)",
306,68.5,68.5,31.5,"Lyss (BE)",
307,67.2,67.2,32.8,"Meikirch (BE)",
309,70.7,70.7,29.3,"Radelfingen (BE)",
310,63.5,63.5,36.5,"Rapperswil (BE)",
311,66.1,66.1,33.9,"Schüpfen (BE)",
312,66.7,66.7,33.3,"Seedorf (BE)",
321,66.3,66.3,33.7,"Aarwangen (BE)",
322,54.5,54.5,45.5,"Auswil (BE)",
323,63,63,37,"Bannwil (BE)",
324,63.3,63.3,36.7,"Bleienbach (BE)",
325,50.8,50.8,49.2,"Busswil bei Melchnau (BE)",
326,53.1,53.1,46.9,"Gondiswil (BE)",
329,68.3,68.3,31.7,"Langenthal (BE)",
331,62.9,62.9,37.1,"Lotzwil (BE)",
332,63.9,63.9,36.1,"Madiswil (BE)",
333,61.5,61.5,38.5,"Melchnau (BE)",
335,63.9,63.9,36.1,"Oeschenbach (BE)",
336,52.5,52.5,47.5,"Reisiswil (BE)",
337,66.7,66.7,33.3,"Roggwil (BE)",
338,56.4,56.4,43.6,"Rohrbach (BE)",
339,55.8,55.8,44.2,"Rohrbachgraben (BE)",
340,93.3,93.3,6.7,"Rütschelen (BE)",
341,55.5,55.5,44.5,"Schwarzhäusern (BE)",
342,61.9,61.9,38.1,"Thunstetten (BE)",
344,59,59,41,"Ursenbach (BE)",
345,54,54,46,"Wynau (BE)",
351,70.9,70.9,29.1,"Berna (BE)",
352,73.6,73.6,26.4,"Bolligen (BE)",
353,72.9,72.9,27.1,"Bremgarten bei Bern (BE)",
354,68.4,68.4,31.6,"Kirchlindach (BE)",
355,72.7,72.7,27.3,"Köniz (BE)",
356,70.9,70.9,29.1,"Muri bei Bern (BE)",
357,59.9,59.9,40.1,"Oberbalm (BE)",
358,67,67,33,"Stettlen (BE)",
359,70.8,70.8,29.2,"Vechigen (BE)",
360,70.4,70.4,29.6,"Wohlen bei Bern (BE)",
361,71,71,29,"Zollikofen (BE)",
362,68.7,68.7,31.3,"Ittigen (BE)",
363,71.8,71.8,28.2,"Ostermundigen (BE)",
371,68.7,68.7,31.3,"Bienne (BE)",
372,69.1,69.1,30.9,"Evilard (BE)",
381,49.9,49.9,50.1,"Arch (BE)",
382,60.2,60.2,39.8,"Büetigen (BE)",
383,64.3,64.3,35.7,"Büren an der Aare (BE)",
385,63.3,63.3,36.7,"Diessbach bei Büren (BE)",
386,57,57,43,"Dotzigen (BE)",
387,55.8,55.8,44.2,"Longeau (BE)",
388,51,51,49,"Leuzigen (BE)",
390,57.7,57.7,42.3,"Meinisberg (BE)",
391,55.9,55.9,44.1,"Oberwil bei Büren (BE)",
392,61.7,61.7,38.3,"Perles (BE)",
393,59.9,59.9,40.1,"Rüti bei Büren (BE)",
394,61.8,61.8,38.2,"Wengi (BE)",
401,57,57,43,"Aefligen (BE)",
402,63.9,63.9,36.1,"Alchenstorf (BE)",
403,64.8,64.8,35.2,"Bäriswil (BE)",
404,71.7,71.7,28.3,"Berthoud (BE)",
405,65.1,65.1,34.9,"Ersigen (BE)",
406,68.3,68.3,31.7,"Hasle bei Burgdorf (BE)",
407,68.7,68.7,31.3,"Heimiswil (BE)",
409,72.5,72.5,27.5,"Hindelbank (BE)",
410,52,52,48,"Höchstetten (BE)",
411,64.6,64.6,35.4,"Kernenried (BE)",
412,67.1,67.1,32.9,"Kirchberg (BE)",
413,61.4,61.4,38.6,"Koppigen (BE)",
414,64.1,64.1,35.9,"Krauchthal (BE)",
415,57,57,43,"Lyssach (BE)",
418,65.2,65.2,34.8,"Oberburg (BE)",
420,63.5,63.5,36.5,"Rüdtligen-Alchenflüh (BE)",
421,81.2,81.2,18.8,"Rumendingen (BE)",
422,57.1,57.1,42.9,"Rüti bei Lyssach (BE)",
423,45.1,45.1,54.9,"Willadingen (BE)",
424,64.2,64.2,35.8,"Wynigen (BE)",
431,63.3,63.3,36.7,"Corgémont (BE)",
432,30.1,30.1,69.9,"Cormoret (BE)",
433,65.2,65.2,34.8,"Cortébert (BE)",
434,63.2,63.2,36.8,"Courtelary (BE)",
435,69.4,69.4,30.6,"La Ferrière (BE)",
437,63.2,63.2,36.8,"Mont-Tramelan (BE)",
438,62.1,62.1,37.9,"Orvin (BE)",
441,81,81,19,"Renan (BE)",
442,54.1,54.1,45.9,"Romont (BE)",
443,67.5,67.5,32.5,"Saint-Imier (BE)",
444,68.7,68.7,31.3,"Sonceboz-Sombeval (BE)",
445,68.8,68.8,31.2,"Sonvilier (BE)",
446,66.1,66.1,33.9,"Tramelan (BE)",
448,67.2,67.2,32.8,"Villeret (BE)",
449,60.4,60.4,39.6,"Sauge (BE)",
450,65.8,65.8,34.2,"Péry-La Heutte (BE)",
491,61.8,61.8,38.2,"Brüttelen (BE)",
492,66.9,66.9,33.1,"Cerlier (BE)",
493,66.4,66.4,33.6,"Finsterhennen (BE)",
494,68.5,68.5,31.5,"Gals (BE)",
495,55.9,55.9,44.1,"Gampelen (BE)",
496,67.4,67.4,32.6,"Anet (BE)",
497,59.9,59.9,40.1,"Lüscherz (BE)",
498,58.9,58.9,41.1,"Müntschemier (BE)",
499,64.4,64.4,35.6,"Siselen (BE)",
500,48,48,52,"Treiten (BE)",
501,58.7,58.7,41.3,"Tschugg (BE)",
502,56.3,56.3,43.7,"Vinelz (BE)",
533,67,67,33,"Bätterkinden (BE)",
538,69.4,69.4,30.6,"Fraubrunnen (BE)",
540,68.7,68.7,31.3,"Jegenstorf (BE)",
541,70.3,70.3,29.7,"Iffwil (BE)",
543,68.3,68.3,31.7,"Mattstetten (BE)",
544,67.5,67.5,32.5,"Moosseedorf (BE)",
546,71.6,71.6,28.4,"Münchenbuchsee (BE)",
551,71.4,71.4,28.6,"Urtenen-Schönbühl (BE)",
552,68.2,68.2,31.8,"Utzenstorf (BE)",
553,63,63,37,"Wiggiswil (BE)",
554,62.2,62.2,37.8,"Wiler bei Utzenstorf (BE)",
556,50,50,50,"Zielebach (BE)",
557,65.6,65.6,34.4,"Zuzwil (BE)",
561,61.5,61.5,38.5,"Adelboden (BE)",
562,62.4,62.4,37.6,"Aeschi bei Spiez (BE)",
563,59.3,59.3,40.7,"Frutigen (BE)",
564,54.4,54.4,45.6,"Kandergrund (BE)",
565,60.5,60.5,39.5,"Kandersteg (BE)",
566,65.6,65.6,34.4,"Krattigen (BE)",
567,55,55,45,"Reichenbach im Kandertal (BE)",
571,62.4,62.4,37.6,"Beatenberg (BE)",
572,66.1,66.1,33.9,"Bönigen (BE)",
573,64,64,36,"Brienz (BE)",
574,55.6,55.6,44.4,"Brienzwiler (BE)",
575,95.5,95.5,4.5,"Därligen (BE)",
576,59.7,59.7,40.3,"Grindelwald (BE)",
577,53.4,53.4,46.6,"Gsteigwiler (BE)",
578,44.9,44.9,55.1,"Gündlischwand (BE)",
579,48.2,48.2,51.8,"Habkern (BE)",
580,65.3,65.3,34.7,"Hofstetten bei Brienz (BE)",
581,66.3,66.3,33.7,"Interlaken (BE)",
582,66.1,66.1,33.9,"Iseltwald (BE)",
584,65.7,65.7,34.3,"Lauterbrunnen (BE)",
585,58,58,42,"Leissigen (BE)",
586,60.6,60.6,39.4,"Lütschental (BE)",
587,68.1,68.1,31.9,"Matten bei Interlaken (BE)",
588,68.6,68.6,31.4,"Niederried bei Interlaken (BE)",
589,53.4,53.4,46.6,"Oberried am Brienzersee (BE)",
590,61.5,61.5,38.5,"Ringgenberg (BE)",
591,55.6,55.6,44.4,"Saxeten (BE)",
592,65.1,65.1,34.9,"Schwanden bei Brienz (BE)",
593,69.2,69.2,30.8,"Unterseen (BE)",
594,68.6,68.6,31.4,"Wilderswil (BE)",
602,66.7,66.7,33.3,"Arni (BE)",
603,68.5,68.5,31.5,"Biglen (BE)",
605,64.2,64.2,35.8,"Bowil (BE)",
606,63.2,63.2,36.8,"Brenzikofen (BE)",
607,69.7,69.7,30.3,"Freimettigen (BE)",
608,68.9,68.9,31.1,"Grosshöchstetten (BE)",
609,61,61,39,"Häutligen (BE)",
610,70.7,70.7,29.3,"Herbligen (BE)",
611,64.1,64.1,35.9,"Kiesen (BE)",
612,69.6,69.6,30.4,"Konolfingen (BE)",
613,60.6,60.6,39.4,"Landiswil (BE)",
614,54.1,54.1,45.9,"Linden (BE)",
615,67.8,67.8,32.2,"Mirchel (BE)",
616,69.9,69.9,30.1,"Münsingen (BE)",
617,69.9,69.9,30.1,"Niederhünigen (BE)",
619,59.9,59.9,40.1,"Oberdiessbach (BE)",
620,64.3,64.3,35.7,"Oberthal (BE)",
622,63.8,63.8,36.2,"Oppligen (BE)",
623,70.6,70.6,29.4,"Rubigen (BE)",
626,64.5,64.5,35.5,"Walkringen (BE)",
627,68.4,68.4,31.6,"Worb (BE)",
628,66.2,66.2,33.8,"Zäziwil (BE)",
630,61.7,61.7,38.3,"Allmendingen (BE)",
632,68.7,68.7,31.3,"Wichtrach (BE)",
662,59.6,59.6,40.4,"Ferenbalm (BE)",
663,70.7,70.7,29.3,"Frauenkappelen (BE)",
665,82.5,82.5,17.5,"Gurbrü (BE)",
666,61.3,61.3,38.7,"Kriechenwil (BE)",
667,68.7,68.7,31.3,"Laupen (BE)",
668,60.9,60.9,39.1,"Mühleberg (BE)",
669,65.6,65.6,34.4,"Villars-les-Moines (BE)",
670,64.1,64.1,35.9,"Neuenegg (BE)",
671,71.6,71.6,28.4,"Wileroltigen (BE)",
681,76.1,76.1,23.9,"Belprahon (BE)",
683,53.7,53.7,46.3,"Champoz (BE)",
687,57.4,57.4,42.6,"Corcelles (BE)",
690,55.5,55.5,44.5,"Court (BE)",
691,65,65,35,"Crémines (BE)",
692,57.9,57.9,42.1,"Eschert (BE)",
694,60.3,60.3,39.7,"Grandval (BE)",
696,57.5,57.5,42.5,"Loveresse (BE)",
700,59.8,59.8,40.2,"Moutier (BE)",
701,63.1,63.1,36.9,"Perrefitte (BE)",
703,61.5,61.5,38.5,"Reconvilier (BE)",
704,56.1,56.1,43.9,"Roches (BE)",
706,62.4,62.4,37.6,"Saicourt (BE)",
707,42.2,42.2,57.8,"Saules (BE)",
708,44.4,44.4,55.6,"La Scheulte (BE)",
709,50,50,50,"Seehof (BE)",
711,64.2,64.2,35.8,"Sorvilier (BE)",
713,65.2,65.2,34.8,"Tavannes (BE)",
715,47.4,47.4,52.6,"Rebévelier (BE)",
716,53.7,53.7,46.3,"Petit-Val (BE)",
717,57.8,57.8,42.2,"Valbirse (BE)",
723,71.4,71.4,28.6,"La Neuveville (BE)",
724,67.6,67.6,32.4,"Nods (BE)",
726,68.4,68.4,31.6,"Plateau de Diesse (BE)",
731,62.2,62.2,37.8,"Aegerten (BE)",
732,67.2,67.2,32.8,"Bellmund (BE)",
733,70.4,70.4,29.6,"Brügg (BE)",
734,68.6,68.6,31.4,"Bühl (BE)",
735,54,54,46,"Epsach (BE)",
736,60.9,60.9,39.1,"Hagneck (BE)",
737,59.5,59.5,40.5,"Hermrigen (BE)",
738,61.6,61.6,38.4,"Jens (BE)",
739,67.6,67.6,32.4,"Ipsach (BE)",
740,65.2,65.2,34.8,"Gléresse (BE)",
741,70.9,70.9,29.1,"Merzligen (BE)",
742,62.4,62.4,37.6,"Mörigen (BE)",
743,70.1,70.1,29.9,"Nidau (BE)",
744,68.4,68.4,31.6,"Orpund (BE)",
745,66.6,66.6,33.4,"Port (BE)",
746,63.6,63.6,36.4,"Safnern (BE)",
747,55.1,55.1,44.9,"Scheuren (BE)",
748,58.8,58.8,41.2,"Schwadernau (BE)",
749,62.3,62.3,37.7,"Studen (BE)",
750,67.1,67.1,32.9,"Sutz-Lattrigen (BE)",
751,67.2,67.2,32.8,"Täuffelen (BE)",
754,63.2,63.2,36.8,"Walperswil (BE)",
755,63.7,63.7,36.3,"Worben (BE)",
756,62.1,62.1,37.9,"Douanne-Daucher (BE)",
761,49.6,49.6,50.4,"Därstetten (BE)",
762,52.5,52.5,47.5,"Diemtigen (BE)",
763,53.4,53.4,46.6,"Erlenbach im Simmental (BE)",
766,56.7,56.7,43.3,"Oberwil im Simmental (BE)",
767,57.2,57.2,42.8,"Reutigen (BE)",
768,67.2,67.2,32.8,"Spiez (BE)",
769,59.7,59.7,40.3,"Wimmis (BE)",
770,58.2,58.2,41.8,"Stocken-Höfen (BE)",
782,62.2,62.2,37.8,"Guttannen (BE)",
783,59.6,59.6,40.4,"Hasliberg (BE)",
784,65.2,65.2,34.8,"Innertkirchen (BE)",
785,64,64,36,"Meiringen (BE)",
786,58.3,58.3,41.7,"Schattenhalb (BE)",
791,55.6,55.6,44.4,"Boltigen (BE)",
792,59.8,59.8,40.2,"Lenk (BE)",
793,50.4,50.4,49.6,"Saint-Etienne (BE)",
794,63.9,63.9,36.1,"Zweisimmen (BE)",
841,67.6,67.6,32.4,"Gsteig (BE)",
842,57.7,57.7,42.3,"Lauenen (BE)",
843,67.3,67.3,32.7,"Gessenay (BE)",
852,61.3,61.3,38.7,"Guggisberg (BE)",
853,61.7,61.7,38.3,"Rüschegg (BE)",
855,62.7,62.7,37.3,"Schwarzenburg (BE)",
861,67.1,67.1,32.9,"Belp (BE)",
863,64.6,64.6,35.4,"Burgistein (BE)",
866,63.3,63.3,36.7,"Gerzensee (BE)",
867,59.9,59.9,40.1,"Gurzelen (BE)",
868,70.9,70.9,29.1,"Jaberg (BE)",
869,69.2,69.2,30.8,"Kaufdorf (BE)",
870,68.1,68.1,31.9,"Kehrsatz (BE)",
872,63.2,63.2,36.8,"Kirchdorf (BE)",
879,61.2,61.2,38.8,"Riggisberg (BE)",
880,60.1,60.1,39.9,"Rüeggisberg (BE)",
883,63.5,63.5,36.5,"Seftigen (BE)",
884,67.7,67.7,32.3,"Toffen (BE)",
885,62.4,62.4,37.6,"Uttigen (BE)",
886,63,63,37,"Wattenwil (BE)",
888,64.6,64.6,35.4,"Wald (BE)",
889,67.5,67.5,32.5,"Thurnen (BE)",
901,61,61,39,"Eggiwil (BE)",
902,69.4,69.4,30.6,"Langnau im Emmental (BE)",
903,60,60,40,"Lauperswil (BE)",
904,54.4,54.4,45.6,"Röthenbach im Emmental (BE)",
905,67.7,67.7,32.3,"Rüderswil (BE)",
906,59.4,59.4,40.6,"Schangnau (BE)",
907,63.8,63.8,36.2,"Signau (BE)",
908,60.9,60.9,39.1,"Trub (BE)",
909,63.3,63.3,36.7,"Trubschachen (BE)",
921,66,66,34,"Amsoldingen (BE)",
922,55.6,55.6,44.4,"Blumenstein (BE)",
923,35.1,35.1,64.9,"Buchholterberg (BE)",
924,34.5,34.5,65.5,"Eriz (BE)",
925,43,43,57,"Fahrni (BE)",
927,62.3,62.3,37.7,"Heiligenschwendi (BE)",
928,64.5,64.5,35.5,"Heimberg (BE)",
929,67.6,67.6,32.4,"Hilterfingen (BE)",
931,50.3,50.3,49.7,"Homberg (BE)",
932,55.9,55.9,44.1,"Horrenbach-Buchen (BE)",
934,69.6,69.6,30.4,"Oberhofen am Thunersee (BE)",
935,43.9,43.9,56.1,"Oberlangenegg (BE)",
936,61.2,61.2,38.8,"Pohlern (BE)",
938,64,64,36,"Sigriswil (BE)",
939,66.6,66.6,33.4,"Steffisburg (BE)",
940,54.2,54.2,45.8,"Teuffenthal (BE)",
941,64.2,64.2,35.8,"Thierachern (BE)",
942,68.6,68.6,31.4,"Thoune (BE)",
943,64,64,36,"Uebeschi (BE)",
944,66.5,66.5,33.5,"Uetendorf (BE)",
945,44.5,44.5,55.5,"Unterlangenegg (BE)",
946,24.7,24.7,75.3,"Wachseldorn (BE)",
948,56.2,56.2,43.8,"Forst-Längenbühl (BE)",
951,64.7,64.7,35.3,"Affoltern im Emmental (BE)",
952,61.6,61.6,38.4,"Dürrenroth (BE)",
953,58,58,42,"Eriswil (BE)",
954,64.1,64.1,35.9,"Huttwil (BE)",
955,64.5,64.5,35.5,"Lützelflüh (BE)",
956,64.1,64.1,35.9,"Rüegsau (BE)",
957,62.9,62.9,37.1,"Sumiswald (BE)",
958,63.7,63.7,36.3,"Trachselwald (BE)",
959,66.7,66.7,33.3,"Walterswil (BE)",
960,55.2,55.2,44.8,"Wyssachen (BE)",
971,61.7,61.7,38.3,"Attiswil (BE)",
972,60,60,40,"Berken (BE)",
973,58.1,58.1,41.9,"Bettenhausen (BE)",
975,47.4,47.4,52.6,"Farnern (BE)",
976,62.4,62.4,37.6,"Graben (BE)",
977,57.2,57.2,42.8,"Heimenhausen (BE)",
979,66,66,34,"Herzogenbuchsee (BE)",
980,57.1,57.1,42.9,"Inkwil (BE)",
981,60.2,60.2,39.8,"Niederbipp (BE)",
982,60.6,60.6,39.4,"Niederönz (BE)",
983,61,61,39,"Oberbipp (BE)",
985,60.1,60.1,39.9,"Ochlenberg (BE)",
987,52.5,52.5,47.5,"Rumisberg (BE)",
988,59.7,59.7,40.3,"Seeberg (BE)",
989,58.7,58.7,41.3,"Thörigen (BE)",
990,46.8,46.8,53.2,"Walliswil bei Niederbipp (BE)",
991,51.5,51.5,48.5,"Walliswil bei Wangen (BE)",
992,64.3,64.3,35.7,"Wangen an der Aare (BE)",
995,59.9,59.9,40.1,"Wiedlisbach (BE)",
